fund_center_code,fund_code,functional_area_code,object_code,fund_center_name,fund_name,functional_area_name,accounting_object_name,service_area_code,program_code,sub_program_code,fund_center,division_code,bureau_code,bureau_name,fiscal_year,amount
PLCH000018,GENERAL,PSSFSF,EMS,Investigations Overhead,General Fund,Strategy & Finance,External Materials and Services,PS,PSSF,PSSFSF,PLCH000018,PLCH,PL,Portland Police Bureau,2012-13,242357
ESWW000021,ENTERPRISE,PUASBS,EMS,Inventory & Purchasing,Enterprise,Bureau Support,External Materials and Services,PU,PUAS,PUASBS,ESWW000021,ESWW,ES,Bureau of Environmental Services,2013-14,242374
PKDI000004,SPEC_REV,PRSPBS,FNDXFER,Portland Parks Trust,Special Revenue,Business Services,Fund Transfers - Expense,PR,PRSP,PRSPBS,PKDI000004,PKDI,PK,Portland Parks & Recreation,2008-09,242396
PKCN000002,GENERAL,PRINMN,PERSONAL,Hoyt Arboretum,General Fund,Maintenance,Personnel Services,PR,PRIN,PRINMN,PKCN000002,PKCN,PK,Portland Parks & Recreation,2007-08,242400
WAOP000013,ENTERPRISE,PUSUBR,EMS,Operations-Conduits/Watershed,Enterprise,Bull Run Watershed,External Materials and Services,PU,PUSU,PUSUBR,WAOP000013,WAOP,WA,Portland Water Bureau,2014-15,242411
WARP000007,ENTERPRISE,PUASBS,EMS,Sourcewater Protection,Enterprise,Bureau Support,External Materials and Services,PU,PUAS,PUASBS,WARP000007,WARP,WA,Portland Water Bureau,2006-07,242411
PKPR000008,GENERAL,PRINMN,PERSONAL,Athletic Field Services,General Fund,Maintenance,Personnel Services,PR,PRIN,PRINMN,PKPR000008,PKPR,PK,Portland Parks & Recreation,2013-14,242551
ESPP000017,SPEC_REV,PUPPEC,FNDXFER,Brownfields Program,Special Revenue,Environmental Compliance,Fund Transfers - Expense,PU,PUPP,PUPPEC,ESPP000017,ESPP,ES,Bureau of Environmental Services,2006-07,242563
PLIN000031,SPEC_REV,PSCVCV,PERSONAL,GREAT Program,Special Revenue,Cycle of Violence Reduction,Personnel Services,PS,PSCV,PSCVCV,PLIN000031,PLIN,PL,Portland Police Bureau,2010-11,242607
MFOP000040,INT_SVC,LAFAAS,EMS,Facilities Services Admininstration,Internal Service,Support Services,External Materials and Services,LA,LAFA,LAFAAS,MFOP000040,MFOP,MF,Office of Management & Finance,2012-13,242746
DSSS000004,SPEC_REV,CDSD00,PERSONAL,Noise Control,Special Revenue,Site Development,Personnel Services,CD,CDSD,CDSD00,DSSS000004,DSSS,DS,Bureau of Development Services,2006-07,242929
WAEN000018,ENTERPRISE,PUASDM,PERSONAL,Engineering-CADD,Enterprise,Data Management,Personnel Services,PU,PUAS,PUASDM,WAEN000018,WAEN,WA,Portland Water Bureau,2012-13,242941
MFOP000014,INT_SVC,LAFLAQ,FNDXFER,Replacement,Internal Service,New and Replacement Acqs,Fund Transfers - Expense,LA,LAFL,LAFLAQ,MFOP000014,MFOP,MF,Office of Management & Finance,2015-16,242956
ESEN000004,ENTERPRISE,PUENSD,EMS,Development Engineering,Enterprise,Systems Development,External Materials and Services,PU,PUEN,PUENSD,ESEN000004,ESEN,ES,Bureau of Environmental Services,2013-14,243083
TRMN000023,SPEC_REV,TPMAST,IMS,Facilities Maintenance,Special Revenue,Street Preservation,Internal Materials and Services,TP,TPMA,TPMAST,TRMN000023,TRMN,TR,Portland Bureau of Transportation,2008-09,243138
TRDR000004,SPEC_REV,TPCINB,EMS,Transportation Planning,Special Revenue,Neighborhood Livability,External Materials and Services,TP,TPCI,TPCINB,TRDR000004,TRDR,TR,Portland Bureau of Transportation,2011-12,243145
PLIN000024,SPEC_REV,PSININ,CAPITAL,Forensic Evidence Division,Special Revenue,Investigations,Capital Outlay,PS,PSIN,PSININ,PLIN000024,PLIN,PL,Portland Police Bureau,2011-12,243169
PKPR000040,GENERAL,PRRESG,EMS,Athletics Admin,General Fund,Sports and Games,External Materials and Services,PR,PRRE,PRRESG,PKPR000040,PKPR,PK,Portland Parks & Recreation,2007-08,243201
TRED000002,SPEC_REV,TPCILO,IMS,Permit Engineering,Special Revenue,Local Street Development,Internal Materials and Services,TP,TPCI,TPCILO,TRED000002,TRED,TR,Portland Bureau of Transportation,2012-13,243210
WAMC000002,ENTERPRISE,PUASBS,PERSONAL,Maint & Const-Administrative Support,Enterprise,Bureau Support,Personnel Services,PU,PUAS,PUASBS,WAMC000002,WAMC,WA,Portland Water Bureau,2006-07,243213
PKPR000006,GENERAL,PRSPBS,PERSONAL,Community Centers Manager,General Fund,Business Services,Personnel Services,PR,PRSP,PRSPBS,PKPR000006,PKPR,PK,Portland Parks & Recreation,2006-07,243217
PNCP000001,GENERAL,CDCPCM,EMS,Planning and Urban Design,General Fund,Portland & Comprehensive Plan,External Materials and Services,CD,CDCP,CDCPCM,PNCP000001,PNCP,PN,Bureau of Planning & Sustainability,2008-09,243327
PLSB000007,GENERAL,PSININ,PERSONAL,Property Disposal,General Fund,Investigations,Personnel Services,PS,PSIN,PSININ,PLSB000007,PLSB,PL,Portland Police Bureau,2010-11,243367
TRED000009,SPEC_REV,TPOPSO,IMS,Project Management,Special Revenue,Streetcar Operations,Internal Materials and Services,TP,TPOP,TPOPSO,TRED000009,TRED,TR,Portland Bureau of Transportation,2013-14,243373
MFOP000033,ENTERPRISE,PRSFPP,EMS,PGE Park,Enterprise,Spectator Facilities - PGE Park,External Materials and Services,PR,PRSF,PRSFPP,MFOP000033,MFOP,MF,Office of Management & Finance,2011-12,243399
MFTS000020,INT_SVC,LAPD00,PERSONAL,SAN,Internal Service,Production Services,Personnel Services,LA,LAPD,LAPD00,MFTS000020,MFTS,MF,Office of Management & Finance,2010-11,243418
TRMN000012,SPEC_REV,TPMASU,EMS,Structural Maintenance,Special Revenue,Structures,External Materials and Services,TP,TPMA,TPMASU,TRMN000012,TRMN,TR,Portland Bureau of Transportation,2014-15,243510
PKWC000023,GENERAL,PRCYCE,PERSONAL,Volunteer Programs,General Fund,Community Engagement,Personnel Services,PR,PRCY,PRCYCE,PKWC000023,PKWC,PK,Portland Parks & Recreation,2015-16,243587
ESWW000021,ENTERPRISE,PUASBS,IMS,Inventory & Purchasing,Enterprise,Bureau Support,Internal Materials and Services,PU,PUAS,PUASBS,ESWW000021,ESWW,ES,Bureau of Environmental Services,2009-10,243649
PKPR000028,GENERAL,PRREAQ,PERSONAL,Grant Pool,General Fund,Aquatics,Personnel Services,PR,PRRE,PRREAQ,PKPR000028,PKPR,PK,Portland Parks & Recreation,2010-11,243827
TRED000009,SPEC_REV,TPCIPR,PERSONAL,Project Management,Special Revenue,Preservation and Rehabilitation,Personnel Services,TP,TPCI,TPCIPR,TRED000009,TRED,TR,Portland Bureau of Transportation,2011-12,243859
TRDR000004,SPEC_REV,TPCINB,IMS,Transportation Planning,Special Revenue,Neighborhood Livability,Internal Materials and Services,TP,TPCI,TPCINB,TRDR000004,TRDR,TR,Portland Bureau of Transportation,2013-14,244013
HCPG000001,GENERAL,CDEH00,PERSONAL,Housing Access & Retention Team,General Fund,Housing Access & Retention,Personnel Services,CD,CDEH,CDEH00,HCPG000001,HCPG,HC,Portland Housing Bureau,2008-09,244058
HCMG000002,SPEC_REV,CDGC00,FNDXFER,Business Operations Team,Special Revenue,General Community Development,Fund Transfers - Expense,CD,CDGC,CDGC00,HCMG000002,HCMG,HC,Portland Housing Bureau,2006-07,244247
PKSB000006,ENTERPRISE,PRSPBS,IMS,Golf Admin,Enterprise,Business Services,Internal Materials and Services,PR,PRSP,PRSPBS,PKSB000006,PKSB,PK,Portland Parks & Recreation,2011-12,244299
WACS000011,ENTERPRISE,PUDIME,EMS,Customer Service-Small/Large Meters,Enterprise,Meters,External Materials and Services,PU,PUDI,PUDIME,WACS000011,WACS,WA,Portland Water Bureau,2014-15,244311
EMEM000005,GENERAL,PSEMET,PERSONAL,Exercises and Training,General Fund,Exercises & Training,Personnel Services,PS,PSEM,PSEMET,EMEM000005,EMEM,EM,Portland Bureau of Emergency Management,2009-10,244355
PLIN000019,GENERAL,PSCVCV,EMS,Drug & Vice,General Fund,Cycle of Violence Reduction,External Materials and Services,PS,PSCV,PSCVCV,PLIN000019,PLIN,PL,Portland Police Bureau,2008-09,244413
WAMC000016,ENTERPRISE,PUDISV,EMS,Maint & Const - Southwest District,Enterprise,Services,External Materials and Services,PU,PUDI,PUDISV,WAMC000016,WAMC,WA,Portland Water Bureau,2014-15,244490
ESDR000001,ENTERPRISE,PUASAD,IMS,Bureau Director,Enterprise,Administration,Internal Materials and Services,PU,PUAS,PUASAD,ESDR000001,ESDR,ES,Bureau of Environmental Services,2015-16,244514
HCMG000002,SPEC_REV,CDASBS,EMS,Business Operations Team,Special Revenue,Business Services,External Materials and Services,CD,CDAS,CDASBS,HCMG000002,HCMG,HC,Portland Housing Bureau,2013-14,244558
WARP000007,ENTERPRISE,PUASBS,EMS,Sourcewater Protection,Enterprise,Bureau Support,External Materials and Services,PU,PUAS,PUASBS,WARP000007,WARP,WA,Portland Water Bureau,2007-08,244562
PKPR000009,GENERAL,PRRECS,PERSONAL,Fulton CC,General Fund,Community and Socialization,Personnel Services,PR,PRRE,PRRECS,PKPR000009,PKPR,PK,Portland Parks & Recreation,2011-12,244601
MFOP000007,INT_SVC,LARMCL,IMS,Workers Compensation,Internal Service,Risk Claims Costs,Internal Materials and Services,LA,LARM,LARMCL,MFOP000007,MFOP,MF,Office of Management & Finance,2014-15,244628
ESWS000001,ENTERPRISE,PUWS00,PERSONAL,Watershed Group Administration,Enterprise,Watershed,Personnel Services,PU,PUWS,PUWS00,ESWS000001,ESWS,ES,Bureau of Environmental Services,2010-11,244688
WARP000005,ENTERPRISE,PURCRC,EMS,Resource  Protection-Env Compliance,Enterprise,Regulatory Compliance,External Materials and Services,PU,PURC,PURCRC,WARP000005,WARP,WA,Portland Water Bureau,2010-11,244788
TRTS000002,SPEC_REV,TPCINB,EMS,Traffic Operations,Special Revenue,Neighborhood Livability,External Materials and Services,TP,TPCI,TPCINB,TRTS000002,TRTS,TR,Portland Bureau of Transportation,2009-10,244814
PKWC000021,GENERAL,PRCYVS,EMS,Security Coordinator,General Fund,Visitor Services,External Materials and Services,PR,PRCY,PRCYVS,PKWC000021,PKWC,PK,Portland Parks & Recreation,2010-11,244838
PKCN000008,GENERAL,PRINMN,IMS,CN East Natural Areas,General Fund,Maintenance,Internal Materials and Services,PR,PRIN,PRINMN,PKCN000008,PKCN,PK,Portland Parks & Recreation,2011-12,244845
MFOP000071,INT_SVC,LAPRPS,PERSONAL,OMF Internal Business Services-Dir Offic,Internal Service,Procurement Services,Personnel Services,LA,LAPR,LAPRPS,MFOP000071,MFOP,MF,Office of Management & Finance,2014-15,244880
PKDI000002,GENERAL,PRSPBS,FNDXFER,Finance,General Fund,Business Services,Fund Transfers - Expense,PR,PRSP,PRSPBS,PKDI000002,PKDI,PK,Portland Parks & Recreation,2010-11,244882
NINL000002,GENERAL,CDNLGR,EMS,Graffiti Abatement,General Fund,Graffiti Reduction,External Materials and Services,CD,CDNL,CDNLGR,NINL000002,NINL,NI,Office of Neighborhood Involvement,2007-08,244906
MFOP000042,INT_SVC,LAPM00,EMS,Facilities Project Management,Internal Service,Project Management,External Materials and Services,LA,LAPM,LAPM00,MFOP000042,MFOP,MF,Office of Management & Finance,2012-13,244991
WAMC000003,ENTERPRISE,PUASEI,PERSONAL,Maint & Const-Safety,Enterprise,Employee Investment,Personnel Services,PU,PUAS,PUASEI,WAMC000003,WAMC,WA,Portland Water Bureau,2006-07,245133
PNSD000006,ENTERPRISE,CDSWRE,EMS,Waste Reduction and Recycling,Enterprise,Solid Waste Residential,External Materials and Services,CD,CDSW,CDSWRE,PNSD000006,PNSD,PN,Bureau of Planning & Sustainability,2011-12,245137
ESEN000002,ENTERPRISE,PUENSD,IMS,Systems Development Administration,Enterprise,Systems Development,Internal Materials and Services,PU,PUEN,PUENSD,ESEN000002,ESEN,ES,Bureau of Environmental Services,2008-09,245158
MFOP000046,INT_SVC,LAOMOM,IMS,City Hall,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAOM,LAOMOM,MFOP000046,MFOP,MF,Office of Management & Finance,2011-12,245168
PLIN000007,GENERAL,PSERER,IMS,Special Emergency Reaction Team,General Fund,Emergency Response & Problem Solving,Internal Materials and Services,PS,PSER,PSERER,PLIN000007,PLIN,PL,Portland Police Bureau,2014-15,245178
MFTS000029,INT_SVC,LABS00,PERSONAL,Business Solutions Overhead,Internal Service,Business Solutions,Personnel Services,LA,LABS,LABS00,MFTS000029,MFTS,MF,Office of Management & Finance,2015-16,245219
MFOP000040,INT_SVC,LAFAAS,EMS,Facilities Services Admininstration,Internal Service,Support Services,External Materials and Services,LA,LAFA,LAFAAS,MFOP000040,MFOP,MF,Office of Management & Finance,2014-15,245265
MFOP000007,INT_SVC,LARMCI,EMS,Workers Compensation,Internal Service,Commercial Insurance,External Materials and Services,LA,LARM,LARMCI,MFOP000007,MFOP,MF,Office of Management & Finance,2014-15,245288
PLSB000025,GENERAL,PSDADA,PERSONAL,Complaint Signer,General Fund,Data Access,Personnel Services,PS,PSDA,PSDADA,PLSB000025,PLSB,PL,Portland Police Bureau,2013-14,245307
ESPP000003,ENTERPRISE,PUPPEC,PERSONAL,Industrial Stormwater,Enterprise,Environmental Compliance,Personnel Services,PU,PUPP,PUPPEC,ESPP000003,ESPP,ES,Bureau of Environmental Services,2013-14,245444
MFCP000002,CAPITAL,PSPS00,PERSONAL,Public Safety System Revitalization,Capital Projects,Public Safety Systems Revitalization Program,Personnel Services,PS,PSPS,PSPS00,MFCP000002,MFCP,MF,Office of Management & Finance,2011-12,245486
WARP000002,ENTERPRISE,PUASPL,EMS,Intergovernmental Coordination,Enterprise,Planning,External Materials and Services,PU,PUAS,PUASPL,WARP000002,WARP,WA,Portland Water Bureau,2011-12,245497
ESWS000004,ENTERPRISE,PUWSEP,EMS,Underground Injection Control,Enterprise,Environmental Policy,External Materials and Services,PU,PUWS,PUWSEP,ESWS000004,ESWS,ES,Bureau of Environmental Services,2007-08,245519
PKCN000004,GENERAL,PRINMN,PERSONAL,Environmental Education,General Fund,Maintenance,Personnel Services,PR,PRIN,PRINMN,PKCN000004,PKCN,PK,Portland Parks & Recreation,2010-11,245606
MFFS000003,GENERAL,LAACTA,PERSONAL,Accounting - Technical,General Fund,Technical Accounting,Personnel Services,LA,LAAC,LAACTA,MFFS000003,MFFS,MF,Office of Management & Finance,2008-09,245611
MFFM000005,SPEC_REV,LADMDM,ENDBAL,Debt Activity,Special Revenue,Debt Management,Unappropriated Fund Balance,LA,LADM,LADMDM,MFFM000005,MFFM,MF,Office of Management & Finance,2014-15,245629
AUDA000004,GENERAL,LAAF00,EMS,Assessments/Finance/Foreclosure,General Fund,"Assessments, Finance & Foreclosure",External Materials and Services,LA,LAAF,LAAF00,AUDA000004,AUDA,AU,Office of the City Auditor,2006-07,245632
ESPP000013,ENTERPRISE,PUPPEC,EMS,Coordinated Site Analysis-Direct,Enterprise,Environmental Compliance,External Materials and Services,PU,PUPP,PUPPEC,ESPP000013,ESPP,ES,Bureau of Environmental Services,2013-14,245686
MFOP000003,INT_SVC,LAAS00,PERSONAL,Duplicating Services,Internal Service,Administration & Support,Personnel Services,LA,LAAS,LAAS00,MFOP000003,MFOP,MF,Office of Management & Finance,2007-08,245717
WAFS000003,ENTERPRISE,PUTTCT,EMS,Finance & Support Svc-Accounting,Enterprise,Conduits/Transmission,External Materials and Services,PU,PUTT,PUTTCT,WAFS000003,WAFS,WA,Portland Water Bureau,2008-09,245801
WAOP000014,ENTERPRISE,PUDIFO,PERSONAL,Operations-Oper Engineers/Painters,Enterprise,Fountains,Personnel Services,PU,PUDI,PUDIFO,WAOP000014,WAOP,WA,Portland Water Bureau,2010-11,245806
ESWW000016,ENTERPRISE,PUWWTR,EMS,Tryon Creek WWTP - Operations,Enterprise,Treatment,External Materials and Services,PU,PUWW,PUWWTR,ESWW000016,ESWW,ES,Bureau of Environmental Services,2012-13,245829
PKPR000040,GENERAL,PRRESG,EMS,Athletics Admin,General Fund,Sports and Games,External Materials and Services,PR,PRRE,PRRESG,PKPR000040,PKPR,PK,Portland Parks & Recreation,2006-07,245884
EMEM000001,GENERAL,PSEMAS,IMS,Administration,General Fund,Administration & Support,Internal Materials and Services,PS,PSEM,PSEMAS,EMEM000001,EMEM,EM,Portland Bureau of Emergency Management,2012-13,245912
MFFS000002,GENERAL,LAACPY,IMS,Accounting - Payroll,General Fund,Processing and Payroll,Internal Materials and Services,LA,LAAC,LAACPY,MFFS000002,MFFS,MF,Office of Management & Finance,2012-13,245988
PLIN000031,GENERAL,PSCVCV,PERSONAL,GREAT Program,General Fund,Cycle of Violence Reduction,Personnel Services,PS,PSCV,PSCVCV,PLIN000031,PLIN,PL,Portland Police Bureau,2009-10,245992
PKSB000003,GENERAL,PRINPY,FNDXFER,Property Management,General Fund,Property,Fund Transfers - Expense,PR,PRIN,PRINPY,PKSB000003,PKSB,PK,Portland Parks & Recreation,2006-07,246000
PKPR000006,GENERAL,PRSPBS,PERSONAL,Community Centers Manager,General Fund,Business Services,Personnel Services,PR,PRSP,PRSPBS,PKPR000006,PKPR,PK,Portland Parks & Recreation,2014-15,246052
TRTS000004,SPEC_REV,TPOPPK,IMS,Parking Enforcement,Special Revenue,Parking Program,Internal Materials and Services,TP,TPOP,TPOPPK,TRTS000004,TRTS,TR,Portland Bureau of Transportation,2013-14,246055
PKPR000028,GENERAL,PRREAQ,PERSONAL,Grant Pool,General Fund,Aquatics,Personnel Services,PR,PRRE,PRREAQ,PKPR000028,PKPR,PK,Portland Parks & Recreation,2014-15,246078
MFOP000047,INT_SVC,LAPM00,EMS,1900 Building,Internal Service,Project Management,External Materials and Services,LA,LAPM,LAPM00,MFOP000047,MFOP,MF,Office of Management & Finance,2008-09,246083
FRMS000006,GENERAL,PSASMS,PERSONAL,Station Operations,General Fund,Management Services,Personnel Services,PS,PSAS,PSASMS,FRMS000006,FRMS,FR,Portland Fire & Rescue,2013-14,246198
ESEN000004,ENTERPRISE,PUENSD,EMS,Development Engineering,Enterprise,Systems Development,External Materials and Services,PU,PUEN,PUENSD,ESEN000004,ESEN,ES,Bureau of Environmental Services,2014-15,246208
WARP000002,ENTERPRISE,PUASPL,EMS,Intergovernmental Coordination,Enterprise,Planning,External Materials and Services,PU,PUAS,PUASPL,WARP000002,WARP,WA,Portland Water Bureau,2013-14,246214
PKSB000014,CAPITAL,PRINDE,CAPITAL,Systems Development Charges,Capital Projects,Capital Development,Capital Outlay,PR,PRIN,PRINDE,PKSB000014,PKSB,PK,Portland Parks & Recreation,2007-08,246217
MFOP000071,INT_SVC,LAFAAS,PERSONAL,OMF Internal Business Services-Dir Offic,Internal Service,Support Services,Personnel Services,LA,LAFA,LAFAAS,MFOP000071,MFOP,MF,Office of Management & Finance,2015-16,246218
PACO000004,GENERAL,LACODV,PERSONAL,Domestic Violence One-Stop Center,General Fund,Domestic Violence,Personnel Services,LA,LACO,LACODV,PACO000004,PACO,PA,Commissioner of Public Affairs,2011-12,246270
WAEN000011,ENTERPRISE,PUDIPT,EMS,Engineering-Contract Administration,Enterprise,Pump Stations/Tanks,External Materials and Services,PU,PUDI,PUDIPT,WAEN000011,WAEN,WA,Portland Water Bureau,2014-15,246315
ESWW000021,ENTERPRISE,PUASBS,PERSONAL,Inventory & Purchasing,Enterprise,Bureau Support,Personnel Services,PU,PUAS,PUASBS,ESWW000021,ESWW,ES,Bureau of Environmental Services,2007-08,246322
DRDR000003,TRUST_PEN,PSDDAS,EMS,Disability & Death Benefits,Trust Pension,Disability Administration and Support,External Materials and Services,PS,PSDD,PSDDAS,DRDR000003,DRDR,DR,Bureau of Fire & Police Disability & Retirement,2015-16,246363
PLCH000017,GENERAL,PSSFSF,PERSONAL,Patrol Operations Overhead,General Fund,Strategy & Finance,Personnel Services,PS,PSSF,PSSFSF,PLCH000017,PLCH,PL,Portland Police Bureau,2013-14,246371
ESPP000006,ENTERPRISE,PUPPEM,PERSONAL,Environmental Investigations Admin,Enterprise,Env. Monitoring & Investigation,Personnel Services,PU,PUPP,PUPPEM,ESPP000006,ESPP,ES,Bureau of Environmental Services,2011-12,246430
WARP000002,ENTERPRISE,PUASBS,PERSONAL,Intergovernmental Coordination,Enterprise,Bureau Support,Personnel Services,PU,PUAS,PUASBS,WARP000002,WARP,WA,Portland Water Bureau,2011-12,246438
WAEN000011,ENTERPRISE,PUDIME,PERSONAL,Engineering-Contract Administration,Enterprise,Meters,Personnel Services,PU,PUDI,PUDIME,WAEN000011,WAEN,WA,Portland Water Bureau,2014-15,246448
WAEN000011,ENTERPRISE,PUDIME,PERSONAL,Engineering-Contract Administration,Enterprise,Meters,Personnel Services,PU,PUDI,PUDIME,WAEN000011,WAEN,WA,Portland Water Bureau,2011-12,246521
NINR000006,GENERAL,CDNRNO,EMS,East Portland Neighborhood Office,General Fund,Neighborhood Outreach & Support,External Materials and Services,CD,CDNR,CDNRNO,NINR000006,NINR,NI,Office of Neighborhood Involvement,2013-14,246550
WAEN000018,ENTERPRISE,PUASDM,PERSONAL,Engineering-CADD,Enterprise,Data Management,Personnel Services,PU,PUAS,PUASDM,WAEN000018,WAEN,WA,Portland Water Bureau,2010-11,246550
FRMS000006,GENERAL,PSASMS,PERSONAL,Station Operations,General Fund,Management Services,Personnel Services,PS,PSAS,PSASMS,FRMS000006,FRMS,FR,Portland Fire & Rescue,2009-10,246592
ESPP000019,ENTERPRISE,PUPPEC,PERSONAL,Municipal Separate Storm Sewer System,Enterprise,Environmental Compliance,Personnel Services,PU,PUPP,PUPPEC,ESPP000019,ESPP,ES,Bureau of Environmental Services,2010-11,246618
