Fund center code,fund code,functional area code,object code,FY 2015-16,FY 2014-15,FY 2013-14,FY 2012-13,FY 2011-12,FY 2010-11,FY 2009-10,FY 2008-09,FY 2007-08,FY 2006-07,fund center name,Fund Name,functional area name,accounting object name,Service Area Code,Program Code,Sub Program Code,Fund Center,Division Code,Bureau Code,Bureau Name
CBMH000003,SPEC_REV,CDCC00,IMS,0,0,0,0,850,1298,3476,3890,0,908,Metro East Community Media,Special Revenue,Cable Communications,Internal Materials and Services,CD,CDCC,CDCC00,CBMH000003,CBMH,CB,Office for Community Technology
CBMH000004,SPEC_REV,CDCC00,EMS,0,0,0,0,54074,52709,49052,345504,0,0,Portland Community Media-West Mult.,Special Revenue,Cable Communications,External Materials and Services,CD,CDCC,CDCC00,CBMH000004,CBMH,CB,Office for Community Technology
CBMH000005,SPEC_REV,CDCC00,EMS,0,0,0,0,937,1500,11615,0,0,0,PEG Capital Administration,Special Revenue,Cable Communications,External Materials and Services,CD,CDCC,CDCC00,CBMH000005,CBMH,CB,Office for Community Technology
CBMH000005,SPEC_REV,CDCC00,IMS,0,0,0,0,3844,3522,3400,2082,0,0,PEG Capital Administration,Special Revenue,Cable Communications,Internal Materials and Services,CD,CDCC,CDCC00,CBMH000005,CBMH,CB,Office for Community Technology
CBMH000005,SPEC_REV,CDCC00,FNDXFER,0,0,0,0,14274,6858,0,0,0,0,PEG Capital Administration,Special Revenue,Cable Communications,Fund Transfers - Expense,CD,CDCC,CDCC00,CBMH000005,CBMH,CB,Office for Community Technology
CBMH000006,SPEC_REV,CDCC00,EMS,0,0,0,0,2395,113,0,1020,0,0,PEG I-Net Administration,Special Revenue,Cable Communications,External Materials and Services,CD,CDCC,CDCC00,CBMH000006,CBMH,CB,Office for Community Technology
CBMH000007,SPEC_REV,CDCC00,EMS,0,0,0,0,1191545,1502974,1360518,965130,0,0,PEG Community Access Capital,Special Revenue,Cable Communications,External Materials and Services,CD,CDCC,CDCC00,CBMH000007,CBMH,CB,Office for Community Technology
CBMH000007,SPEC_REV,CDCC00,IMS,0,0,0,0,262,0,50,363,0,0,PEG Community Access Capital,Special Revenue,Cable Communications,Internal Materials and Services,CD,CDCC,CDCC00,CBMH000007,CBMH,CB,Office for Community Technology
CBMH000008,SPEC_REV,CDCC00,EMS,0,0,0,0,2455013,1309762,1239337,139959,0,0,PEG Access Corporation Capital,Special Revenue,Cable Communications,External Materials and Services,CD,CDCC,CDCC00,CBMH000008,CBMH,CB,Office for Community Technology
CBUF000001,GENERAL,CDAPCC,EMS,0,0,0,0,0,0,20,0,0,0,Utility Franchise Management,General Fund,Central City Planning,External Materials and Services,CD,CDAP,CDAPCC,CBUF000001,CBUF,CB,Office for Community Technology
CBUF000001,GENERAL,CDCC00,EMS,0,0,0,0,0,37,519,0,0,0,Utility Franchise Management,General Fund,Cable Communications,External Materials and Services,CD,CDCC,CDCC00,CBUF000001,CBUF,CB,Office for Community Technology
CBUF000001,GENERAL,CDCC00,IMS,0,0,0,0,0,0,-20000,0,0,0,Utility Franchise Management,General Fund,Cable Communications,Internal Materials and Services,CD,CDCC,CDCC00,CBUF000001,CBUF,CB,Office for Community Technology
CBUF000001,GENERAL,CDFM00,PERSONAL,0,0,0,0,603600,567936,574225,518663,481248,349243,Utility Franchise Management,General Fund,Franchise Management,Personnel Services,CD,CDFM,CDFM00,CBUF000001,CBUF,CB,Office for Community Technology
CBUF000001,GENERAL,CDFM00,EMS,0,0,0,0,456369,80975,113084,23665,13875,49135,Utility Franchise Management,General Fund,Franchise Management,External Materials and Services,CD,CDFM,CDFM00,CBUF000001,CBUF,CB,Office for Community Technology
CBUF000001,GENERAL,CDFM00,IMS,0,0,0,0,107499,76318,85596,27109,0,30295,Utility Franchise Management,General Fund,Franchise Management,Internal Materials and Services,CD,CDFM,CDFM00,CBUF000001,CBUF,CB,Office for Community Technology
CBUF000001,SPEC_REV,CDFM00,PERSONAL,0,0,0,0,0,124,-2390,6456,0,0,Utility Franchise Management,Special Revenue,Franchise Management,Personnel Services,CD,CDFM,CDFM00,CBUF000001,CBUF,CB,Office for Community Technology
CBUF000001,SPEC_REV,CDFM00,EMS,0,0,0,0,2338,8153,2850,1,0,0,Utility Franchise Management,Special Revenue,Franchise Management,External Materials and Services,CD,CDFM,CDFM00,CBUF000001,CBUF,CB,Office for Community Technology
CBUF000001,SPEC_REV,CDFM00,IMS,0,0,0,0,0,0,0,1204,0,0,Utility Franchise Management,Special Revenue,Franchise Management,Internal Materials and Services,CD,CDFM,CDFM00,CBUF000001,CBUF,CB,Office for Community Technology
DRDR000001,TRUST_PEN,PSRE00,EMS,0,0,-1213,0,0,0,109569,85119707,80744373,74826692,Retirement System Payments,Trust Pension,Retirement System Payments,External Materials and Services,PS,PSRE,PSRE00,DRDR000001,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000001,TRUST_PEN,PSRE00,IMS,0,0,0,0,0,8,0,0,0,0,Retirement System Payments,Trust Pension,Retirement System Payments,Internal Materials and Services,PS,PSRE,PSRE00,DRDR000001,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000001,TRUST_PEN,PSREAS,PERSONAL,97022,94704,89362,84048,82304,74380,72076,0,0,0,Retirement System Payments,Trust Pension,Retirement Administration and Support,Personnel Services,PS,PSRE,PSREAS,DRDR000001,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000001,TRUST_PEN,PSREPB,EMS,107073584,103355638,103127052,99466314,94708985,90483472,89047489,0,0,0,Retirement System Payments,Trust Pension,Pension Benefits,External Materials and Services,PS,PSRE,PSREPB,DRDR000001,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000001,TRUST_PEN,PSTSTS,EMS,0,0,379643,0,0,0,0,0,0,0,Retirement System Payments,Trust Pension,Traffic Safety,External Materials and Services,PS,PSTS,PSTSTS,DRDR000001,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000002,TRUST_PEN,PSPE00,IMS,8699501,6952685,5998321,5265815,4735637,2865737,2210250,1770991,0,0,Oregon PERS Contributions,Trust Pension,Oregon PERS Contributions,Internal Materials and Services,PS,PSPE,PSPE00,DRDR000002,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000003,TRUST_PEN,PSAS00,EMS,11,0,0,0,0,0,0,0,0,0,Disability & Death Benefits,Trust Pension,Administration & Support,External Materials and Services,PS,PSAS,PSAS00,DRDR000003,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000003,TRUST_PEN,PSDD00,PERSONAL,32,82857,80848,127856,0,0,0,0,0,0,Disability & Death Benefits,Trust Pension,Disability & Death Benefits,Personnel Services,PS,PSDD,PSDD00,DRDR000003,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000003,TRUST_PEN,PSDD00,EMS,105,190,0,95,0,0,637,0,9838565,10849101,Disability & Death Benefits,Trust Pension,Disability & Death Benefits,External Materials and Services,PS,PSDD,PSDD00,DRDR000003,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000003,TRUST_PEN,PSDD00,IMS,6950,0,12670,20360,0,0,0,0,0,0,Disability & Death Benefits,Trust Pension,Disability & Death Benefits,Internal Materials and Services,PS,PSDD,PSDD00,DRDR000003,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000003,TRUST_PEN,PSDDAS,PERSONAL,898939,762332,723204,610081,688755,622429,602690,0,0,0,Disability & Death Benefits,Trust Pension,Disability Administration and Support,Personnel Services,PS,PSDD,PSDDAS,DRDR000003,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000003,TRUST_PEN,PSDDAS,EMS,246363,179225,216721,130992,206356,172572,127072,0,0,0,Disability & Death Benefits,Trust Pension,Disability Administration and Support,External Materials and Services,PS,PSDD,PSDDAS,DRDR000003,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000003,TRUST_PEN,PSDDFU,EMS,40348,17693,47400,33445,35827,44867,31237,16589,0,0,Disability & Death Benefits,Trust Pension,Funeral,External Materials and Services,PS,PSDD,PSDDFU,DRDR000003,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000003,TRUST_PEN,PSDDME,EMS,2222857,2128131,2981890,2523901,2207626,2319966,3152976,2580254,0,0,Disability & Death Benefits,Trust Pension,Medical,External Materials and Services,PS,PSDD,PSDDME,DRDR000003,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000003,TRUST_PEN,PSDDST,EMS,1923571,1545785,1515929,1007507,1127019,1305908,1265533,1361457,0,0,Disability & Death Benefits,Trust Pension,Short-term Disability,External Materials and Services,PS,PSDD,PSDDST,DRDR000003,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000003,TRUST_PEN,PSDDLT,EMS,3652368,2074293,2541037,2856262,3455248,3816740,4196157,4557918,0,0,Disability & Death Benefits,Trust Pension,Long-term Disability,External Materials and Services,PS,PSDD,PSDDLT,DRDR000003,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000003,TRUST_PEN,PSDDRW,IMS,409584,453743,325216,295883,229518,430039,396417,683493,0,0,Disability & Death Benefits,Trust Pension,Return to Work,Internal Materials and Services,PS,PSDD,PSDDRW,DRDR000003,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000003,TRUST_PEN,PSDDVR,EMS,2486,0,720,8712,8949,21132,33031,42074,0,0,Disability & Death Benefits,Trust Pension,Vocational Rehabilitation,External Materials and Services,PS,PSDD,PSDDVR,DRDR000003,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000004,SPEC_REV,CDAS00,EMS,0,0,0,0,0,0,0,920,0,0,Administration,Special Revenue,Administration & Support,External Materials and Services,CD,CDAS,CDAS00,DRDR000004,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000004,SPEC_REV,PSAS00,EMS,0,0,0,0,0,0,0,-920,0,0,Administration,Special Revenue,Administration & Support,External Materials and Services,PS,PSAS,PSAS00,DRDR000004,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000004,TRUST_PEN,PSAS00,PERSONAL,952790,909991,864419,866527,932980,900999,818643,1425877,1276841,509171,Administration,Trust Pension,Administration & Support,Personnel Services,PS,PSAS,PSAS00,DRDR000004,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000004,TRUST_PEN,PSAS00,EMS,462387,567534,1226049,484236,527652,602107,519147,848621,1110361,773389,Administration,Trust Pension,Administration & Support,External Materials and Services,PS,PSAS,PSAS00,DRDR000004,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000004,TRUST_PEN,PSAS00,IMS,589319,561427,537275,529299,483577,457670,449135,574996,0,524136,Administration,Trust Pension,Administration & Support,Internal Materials and Services,PS,PSAS,PSAS00,DRDR000004,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000004,TRUST_PEN,PSAS00,CAPITAL,53770,77253,69040,170648,138934,9900,1525,0,0,0,Administration,Trust Pension,Administration & Support,Capital Outlay,PS,PSAS,PSAS00,DRDR000004,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000004,TRUST_PEN,PSAS00,BOND,44322,40344,36943,33978,31018,28702,26619,35654,24507026,16151407,Administration,Trust Pension,Administration & Support,Debt Service,PS,PSAS,PSAS00,DRDR000004,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000004,TRUST_PEN,PSAS00,FNDXFER,112426,145911,109699,1571012,1837008,383671,292549,884352,0,0,Administration,Trust Pension,Administration & Support,Fund Transfers - Expense,PS,PSAS,PSAS00,DRDR000004,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000004,TRUST_PEN,PSAS00,ENDBAL,14383435,18467432,14511433,14949476,15143884,18929294,12341042,7152885,2192843,7132690,Administration,Trust Pension,Administration & Support,Unappropriated Fund Balance,PS,PSAS,PSAS00,DRDR000004,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000004,TRUST_PEN,PSDD00,EMS,848397,0,0,0,0,0,7222,0,0,0,Administration,Trust Pension,Disability & Death Benefits,External Materials and Services,PS,PSDD,PSDD00,DRDR000004,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000004,TRUST_PEN,PSDD00,IMS,0,0,0,0,0,0,0,1,2341977,971764,Administration,Trust Pension,Disability & Death Benefits,Internal Materials and Services,PS,PSDD,PSDD00,DRDR000004,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000004,TRUST_PEN,PSDD00,FNDXFER,0,0,0,0,0,0,0,750000,163472,229488,Administration,Trust Pension,Disability & Death Benefits,Fund Transfers - Expense,PS,PSDD,PSDD00,DRDR000004,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000004,TRUST_PEN,PSDDAS,EMS,3131,750,0,8824,2480,0,0,0,0,0,Administration,Trust Pension,Disability Administration and Support,External Materials and Services,PS,PSDD,PSDDAS,DRDR000004,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000005,TRUST_PEN,PSAS00,EMS,575,0,500,500,500,500,500,0,0,0,Debt Activity,Trust Pension,Administration & Support,External Materials and Services,PS,PSAS,PSAS00,DRDR000005,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000005,TRUST_PEN,PSAS00,BOND,24717679,25868584,26995333,21403367,16967174,22247256,28482025,29896291,0,0,Debt Activity,Trust Pension,Administration & Support,Debt Service,PS,PSAS,PSAS00,DRDR000005,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DRDR000005,TRUST_PEN,PSAS00,FNDXFER,0,0,0,0,0,0,0,3672,0,0,Debt Activity,Trust Pension,Administration & Support,Fund Transfers - Expense,PS,PSAS,PSAS00,DRDR000005,DRDR,DR,Bureau of Fire & Police Disability & Retirement
DSAS000001,SPEC_REV,CDAS00,PERSONAL,2571695,1939723,1702626,1876953,1864326,1422917,1805984,1904432,2118988,1854190,Administration,Special Revenue,Administration & Support,Personnel Services,CD,CDAS,CDAS00,DSAS000001,DSAS,DS,Bureau of Development Services
DSAS000001,SPEC_REV,CDAS00,EMS,303105,393629,201472,171151,98858,93360,60366,293588,313213,227993,Administration,Special Revenue,Administration & Support,External Materials and Services,CD,CDAS,CDAS00,DSAS000001,DSAS,DS,Bureau of Development Services
DSAS000001,SPEC_REV,CDAS00,IMS,4027963,3846951,3020565,2642733,2095352,2286392,1686187,1119389,0,1716,Administration,Special Revenue,Administration & Support,Internal Materials and Services,CD,CDAS,CDAS00,DSAS000001,DSAS,DS,Bureau of Development Services
DSAS000001,SPEC_REV,CDAS00,BOND,1038216,945017,865348,795903,2245529,2182106,627062,0,0,0,Administration,Special Revenue,Administration & Support,Debt Service,CD,CDAS,CDAS00,DSAS000001,DSAS,DS,Bureau of Development Services
DSAS000001,SPEC_REV,CDAS00,FNDXFER,1181691,1256774,1004632,886241,2172972,2357482,2264514,1560188,0,62202,Administration,Special Revenue,Administration & Support,Fund Transfers - Expense,CD,CDAS,CDAS00,DSAS000001,DSAS,DS,Bureau of Development Services
DSAS000001,SPEC_REV,CDAS00,ENDBAL,71166201,51228946,35220896,24027163,10219090,3711636,2012806,2896743,14511985,14310244,Administration,Special Revenue,Administration & Support,Unappropriated Fund Balance,CD,CDAS,CDAS00,DSAS000001,DSAS,DS,Bureau of Development Services
DSAS000001,SPEC_REV,CDCB00,EMS,0,0,0,0,0,0,0,1,0,0,Administration,Special Revenue,Combination Inspections,External Materials and Services,CD,CDCB,CDCB00,DSAS000001,DSAS,DS,Bureau of Development Services
DSAS000001,SPEC_REV,CDCMCM,EMS,70801,0,0,0,0,0,0,0,0,0,Administration,Special Revenue,Commercial Inspections,External Materials and Services,CD,CDCM,CDCMCM,DSAS000001,DSAS,DS,Bureau of Development Services
DSAS000001,SPEC_REV,CDDS00,IMS,0,0,0,0,0,0,0,3405399,8273171,7029405,Administration,Special Revenue,Development Services,Internal Materials and Services,CD,CDDS,CDDS00,DSAS000001,DSAS,DS,Bureau of Development Services
DSAS000001,SPEC_REV,CDLU00,IMS,0,0,0,0,0,0,44277,0,0,0,Administration,Special Revenue,Land Use Services,Internal Materials and Services,CD,CDLU,CDLU00,DSAS000001,DSAS,DS,Bureau of Development Services
DSAS000001,SPEC_REV,CDPR00,EMS,0,0,0,660,0,459,0,0,0,0,Administration,Special Revenue,Plan Review,External Materials and Services,CD,CDPR,CDPR00,DSAS000001,DSAS,DS,Bureau of Development Services
DSAS000002,SPEC_REV,CDAS00,PERSONAL,863781,707335,634326,513967,533650,549270,579451,631228,510593,303193,Information Services,Special Revenue,Administration & Support,Personnel Services,CD,CDAS,CDAS00,DSAS000002,DSAS,DS,Bureau of Development Services
DSAS000002,SPEC_REV,CDAS00,EMS,440695,455847,297160,318559,217011,138173,28686,28126,191453,107905,Information Services,Special Revenue,Administration & Support,External Materials and Services,CD,CDAS,CDAS00,DSAS000002,DSAS,DS,Bureau of Development Services
DSAS000002,SPEC_REV,CDAS00,IMS,2569056,2512351,2276560,2009166,1987349,1889584,1861764,1290776,0,69813,Information Services,Special Revenue,Administration & Support,Internal Materials and Services,CD,CDAS,CDAS00,DSAS000002,DSAS,DS,Bureau of Development Services
DSAS000002,SPEC_REV,CDAS00,FNDXFER,0,0,0,29160,0,0,0,0,0,0,Information Services,Special Revenue,Administration & Support,Fund Transfers - Expense,CD,CDAS,CDAS00,DSAS000002,DSAS,DS,Bureau of Development Services
DSAS000002,SPEC_REV,CDAS00,ENDBAL,0,0,0,0,0,0,0,0,20000,0,Information Services,Special Revenue,Administration & Support,Unappropriated Fund Balance,CD,CDAS,CDAS00,DSAS000002,DSAS,DS,Bureau of Development Services
DSAS000002,SPEC_REV,CDCMCM,EMS,141,0,0,0,0,0,0,0,0,0,Information Services,Special Revenue,Commercial Inspections,External Materials and Services,CD,CDCM,CDCMCM,DSAS000002,DSAS,DS,Bureau of Development Services
DSAS000002,SPEC_REV,CDEHES,EMS,0,0,0,0,0,0,0,275,0,0,Information Services,Special Revenue,Shelter & Emergency Services,External Materials and Services,CD,CDEH,CDEHES,DSAS000002,DSAS,DS,Bureau of Development Services
DSAS000003,SPEC_REV,CDAS00,PERSONAL,1165779,846332,409386,685451,518357,207755,0,0,0,0,Technology Advancement,Special Revenue,Administration & Support,Personnel Services,CD,CDAS,CDAS00,DSAS000003,DSAS,DS,Bureau of Development Services
DSAS000003,SPEC_REV,CDAS00,EMS,495227,53673,846092,217267,20663,10124,0,0,0,0,Technology Advancement,Special Revenue,Administration & Support,External Materials and Services,CD,CDAS,CDAS00,DSAS000003,DSAS,DS,Bureau of Development Services
DSAS000003,SPEC_REV,CDAS00,IMS,313441,425087,271781,223997,2242,3795,0,0,0,0,Technology Advancement,Special Revenue,Administration & Support,Internal Materials and Services,CD,CDAS,CDAS00,DSAS000003,DSAS,DS,Bureau of Development Services
DSAS000003,SPEC_REV,CDAS00,CAPITAL,702191,1215763,2623267,0,3520,7500,0,0,0,0,Technology Advancement,Special Revenue,Administration & Support,Capital Outlay,CD,CDAS,CDAS00,DSAS000003,DSAS,DS,Bureau of Development Services
DSCS000001,SPEC_REV,CDAS00,PERSONAL,1284127,998703,890772,34862,0,344,80421,812505,557549,411254,Customer Service and Public Information,Special Revenue,Administration & Support,Personnel Services,CD,CDAS,CDAS00,DSCS000001,DSCS,DS,Bureau of Development Services
DSCS000001,SPEC_REV,CDAS00,EMS,13172,35392,18113,1308,0,0,24505,49776,158812,78090,Customer Service and Public Information,Special Revenue,Administration & Support,External Materials and Services,CD,CDAS,CDAS00,DSCS000001,DSCS,DS,Bureau of Development Services
DSCS000001,SPEC_REV,CDAS00,IMS,8643,35051,282,1646,2423,747,4363,7327,0,84,Customer Service and Public Information,Special Revenue,Administration & Support,Internal Materials and Services,CD,CDAS,CDAS00,DSCS000001,DSCS,DS,Bureau of Development Services
DSIS000001,SPEC_REV,CDAS00,EMS,720,0,0,0,0,0,0,0,0,0,Facilities Permits - Administration,Special Revenue,Administration & Support,External Materials and Services,CD,CDAS,CDAS00,DSIS000001,DSIS,DS,Bureau of Development Services
DSIS000001,SPEC_REV,CDCMCM,PERSONAL,631845,537085,528923,442797,420311,421316,412304,404424,412105,446027,Facilities Permits - Administration,Special Revenue,Commercial Inspections,Personnel Services,CD,CDCM,CDCMCM,DSIS000001,DSIS,DS,Bureau of Development Services
DSIS000001,SPEC_REV,CDCMCM,EMS,17138,11857,8623,7030,4649,2734,5039,4618,17843,7924,Facilities Permits - Administration,Special Revenue,Commercial Inspections,External Materials and Services,CD,CDCM,CDCMCM,DSIS000001,DSIS,DS,Bureau of Development Services
DSIS000001,SPEC_REV,CDCMCM,IMS,9672,14409,8114,16072,25320,16930,15997,14919,0,0,Facilities Permits - Administration,Special Revenue,Commercial Inspections,Internal Materials and Services,CD,CDCM,CDCMCM,DSIS000001,DSIS,DS,Bureau of Development Services
